# ik  ibnd  E(eV)  inv_tau_SERTA(Ry)  inv_tau_MRTA(Ry)  tau_SERTA(fs)  tau_MRTA(fs)
   32492   2   -4.246056    1.292456E-04    1.206591E-04    3.743260E+02    4.009644E+02
   32493   2   -4.249324    1.053645E-04    9.872670E-05    4.591680E+02    4.900397E+02
   32501   2   -4.248554    1.008539E-04    9.564637E-05    4.797038E+02    5.058216E+02
   32502   2   -4.245100    1.245378E-04    1.169751E-04    3.884765E+02    4.135924E+02
   32503   2   -4.240913    1.482462E-04    1.378184E-04    3.263491E+02    3.510416E+02
   32504   2   -4.236003    1.666038E-04    1.532427E-04    2.903895E+02    3.157083E+02
   32505   2   -4.230380    1.767654E-04    1.608318E-04    2.736960E+02    3.008112E+02
   32506   2   -4.224056    1.804860E-04    1.624063E-04    2.680541E+02    2.978948E+02
   32507   2   -4.217047    1.813832E-04    1.613662E-04    2.667281E+02    2.998149E+02
   32508   2   -4.209368    1.815998E-04    1.596804E-04    2.664100E+02    3.029802E+02
   32509   2   -4.201038    1.817104E-04    1.578784E-04    2.662479E+02    3.064383E+02
   32510   2   -4.192078    1.817933E-04    1.560403E-04    2.661265E+02    3.100481E+02
   32511   2   -4.182511    1.818659E-04    1.541871E-04    2.660201E+02    3.137747E+02
   32512   2   -4.172362    1.819469E-04    1.523358E-04    2.659017E+02    3.175879E+02
   32513   2   -4.161659    1.820597E-04    1.505032E-04    2.657369E+02    3.214549E+02
   32514   2   -4.150432    1.822335E-04    1.487071E-04    2.654836E+02    3.253374E+02
   32515   2   -4.138712    1.824950E-04    1.469605E-04    2.651032E+02    3.292042E+02
   32516   2   -4.126532    1.822528E-04    1.447902E-04    2.654554E+02    3.341387E+02
   32517   2   -4.113928    1.697338E-04    1.330660E-04    2.850346E+02    3.635789E+02
   32518   2   -4.100936    1.031010E-04    7.986629E-05    4.692484E+02    6.057625E+02
   32776   2   -4.108205    1.306224E-04    9.984417E-05    3.703805E+02    4.845551E+02
   32777   2   -4.120696    1.774191E-04    1.375375E-04    2.726877E+02    3.517586E+02
   32778   2   -4.132757    1.828847E-04    1.439284E-04    2.645382E+02    3.361394E+02
   32779   2   -4.144355    1.823525E-04    1.456804E-04    2.653104E+02    3.320968E+02
   32780   2   -4.155457    1.818316E-04    1.474392E-04    2.660703E+02    3.281352E+02
   32781   2   -4.166033    1.815382E-04    1.493768E-04    2.665004E+02    3.238790E+02
   32782   2   -4.176058    1.814505E-04    1.514739E-04    2.666292E+02    3.193949E+02
   32783   2   -4.185504    1.815440E-04    1.537052E-04    2.664918E+02    3.147583E+02
   32784   2   -4.194351    1.817933E-04    1.560403E-04    2.661265E+02    3.100481E+02
   32785   2   -4.202577    1.821712E-04    1.584432E-04    2.655743E+02    3.053459E+02
   32786   2   -4.210164    1.826475E-04    1.608712E-04    2.648817E+02    3.007374E+02
   32787   2   -4.217096    1.831584E-04    1.632479E-04    2.641430E+02    2.963591E+02
   32788   2   -4.223360    1.834052E-04    1.652783E-04    2.637875E+02    2.927185E+02
   32789   2   -4.228943    1.823326E-04    1.659555E-04    2.653393E+02    2.915239E+02
   32790   2   -4.233835    1.779473E-04    1.633638E-04    2.718783E+02    2.961489E+02
   32791   2   -4.238028    1.686149E-04    1.558793E-04    2.869260E+02    3.103684E+02
   32792   2   -4.241516    1.548384E-04    1.438906E-04    3.124549E+02    3.362276E+02
   32793   2   -4.244292    1.392476E-04    1.298552E-04    3.474388E+02    3.725688E+02
   32794   2   -4.246353    1.249687E-04    1.167692E-04    3.871368E+02    4.143217E+02
   32795   2   -4.247695    1.142719E-04    1.068485E-04    4.233763E+02    4.527906E+02
   32796   2   -4.248317    1.083132E-04    1.012466E-04    4.466676E+02    4.778430E+02
   32797   2   -4.248218    1.029174E-04    9.834221E-05    4.700858E+02    4.919556E+02
   32798   2   -4.247399    1.083301E-04    1.030673E-04    4.465980E+02    4.694019E+02
   32799   2   -4.245860    1.185740E-04    1.121644E-04    4.080151E+02    4.313313E+02
   32800   2   -4.243603    1.326338E-04    1.245818E-04    3.647636E+02    3.883392E+02
   32801   2   -4.240633    1.483822E-04    1.382466E-04    3.260499E+02    3.499544E+02
   32802   2   -4.236954    1.627363E-04    1.502713E-04    2.972908E+02    3.219510E+02
   32803   2   -4.232572    1.729448E-04    1.581852E-04    2.797425E+02    3.058441E+02
   32804   2   -4.227494    1.782981E-04    1.614661E-04    2.713433E+02    2.996295E+02
   32805   2   -4.221729    1.802926E-04    1.615890E-04    2.683416E+02    2.994015E+02
   32806   2   -4.215290    1.808855E-04    1.603823E-04    2.674619E+02    3.016543E+02
   32807   2   -4.208187    1.811247E-04    1.588122E-04    2.671088E+02    3.046366E+02
   32808   2   -4.200437    1.812907E-04    1.571465E-04    2.668642E+02    3.078655E+02
   32809   2   -4.192055    1.814263E-04    1.554373E-04    2.666648E+02    3.112509E+02
   32810   2   -4.183062    1.815440E-04    1.537052E-04    2.664918E+02    3.147583E+02
   32811   2   -4.173479    1.816586E-04    1.519680E-04    2.663238E+02    3.183566E+02
   32812   2   -4.163329    1.817891E-04    1.502420E-04    2.661326E+02    3.220138E+02
   32813   2   -4.152638    1.819603E-04    1.485444E-04    2.658822E+02    3.256939E+02
   32814   2   -4.141435    1.822006E-04    1.468916E-04    2.655315E+02    3.293586E+02
   32815   2   -4.129749    1.823134E-04    1.451204E-04    2.653672E+02    3.333784E+02
   32816   2   -4.117613    1.765268E-04    1.387401E-04    2.740660E+02    3.487096E+02
   32817   2   -4.105061    1.307784E-04    1.016085E-04    3.699387E+02    4.761411E+02
   33076   2   -4.111472    1.482114E-04    1.139952E-04    3.264256E+02    4.244040E+02
   33077   2   -4.123471    1.799262E-04    1.402865E-04    2.688880E+02    3.448656E+02
   33078   2   -4.135014    1.826033E-04    1.444288E-04    2.649459E+02    3.349746E+02
   33079   2   -4.146071    1.821201E-04    1.461186E-04    2.656489E+02    3.311010E+02
   33080   2   -4.156615    1.817603E-04    1.479068E-04    2.661748E+02    3.270979E+02
   33081   2   -4.166618    1.816146E-04    1.498646E-04    2.663882E+02    3.228247E+02
   33082   2   -4.176058    1.816586E-04    1.519680E-04    2.663238E+02    3.183566E+02
   33083   2   -4.184913    1.818659E-04    1.541871E-04    2.660201E+02    3.137747E+02
   33084   2   -4.193164    1.822100E-04    1.564877E-04    2.655178E+02    3.091618E+02
   33085   2   -4.200796    1.826624E-04    1.588300E-04    2.648602E+02    3.046023E+02
   33086   2   -4.207793    1.831932E-04    1.611697E-04    2.640927E+02    3.001804E+02
   33087   2   -4.214144    1.837615E-04    1.634500E-04    2.632760E+02    2.959927E+02
   33088   2   -4.219839    1.842526E-04    1.655442E-04    2.625743E+02    2.922482E+02
   33089   2   -4.224869    1.842963E-04    1.670860E-04    2.625121E+02    2.895515E+02
   33090   2   -4.229226    1.831230E-04    1.673261E-04    2.641941E+02    2.891360E+02
   33091   2   -4.232906    1.798865E-04    1.654295E-04    2.689474E+02    2.924509E+02
   33092   2   -4.235904    1.744035E-04    1.611821E-04    2.774026E+02    3.001574E+02
   33093   2   -4.238217    1.675393E-04    1.553792E-04    2.887680E+02    3.113673E+02
   33094   2   -4.239842    1.608407E-04    1.494901E-04    3.007945E+02    3.236335E+02
   33095   2   -4.240778    1.558506E-04    1.450016E-04    3.104255E+02    3.336514E+02
   33096   2   -4.241024    1.536325E-04    1.429505E-04    3.149072E+02    3.384389E+02
   33097   2   -4.240579    1.474048E-04    1.382592E-04    3.282119E+02    3.499225E+02
   33098   2   -4.239445    1.523228E-04    1.422309E-04    3.176150E+02    3.401511E+02
   33099   2   -4.237622    1.592166E-04    1.478302E-04    3.038628E+02    3.272674E+02
   33100   2   -4.235112    1.665851E-04    1.536421E-04    2.904222E+02    3.148876E+02
   33101   2   -4.231918    1.728393E-04    1.582110E-04    2.799132E+02    3.057942E+02
   33102   2   -4.228044    1.770001E-04    1.606830E-04    2.733331E+02    3.010898E+02
   33103   2   -4.223494    1.791355E-04    1.611767E-04    2.700750E+02    3.001675E+02
   33104   2   -4.218275    1.800306E-04    1.604480E-04    2.687321E+02    3.015306E+02
   33105   2   -4.212395    1.804358E-04    1.591997E-04    2.681287E+02    3.038951E+02
   33106   2   -4.205863    1.807044E-04    1.577681E-04    2.677301E+02    3.066525E+02
   33107   2   -4.198689    1.809272E-04    1.562533E-04    2.674003E+02    3.096256E+02
   33108   2   -4.190888    1.811200E-04    1.546860E-04    2.671158E+02    3.127627E+02
   33109   2   -4.182475    1.812907E-04    1.530867E-04    2.668642E+02    3.160300E+02
   33110   2   -4.173466    1.814505E-04    1.514739E-04    2.666292E+02    3.193949E+02
   33111   2   -4.163883    1.816146E-04    1.498646E-04    2.663882E+02    3.228247E+02
   33112   2   -4.153746    1.818036E-04    1.482759E-04    2.661113E+02    3.262837E+02
   33113   2   -4.143082    1.820431E-04    1.467247E-04    2.657613E+02    3.297332E+02
   33114   2   -4.131916    1.822515E-04    1.451403E-04    2.654573E+02    3.333326E+02
   33115   2   -4.120277    1.792507E-04    1.410428E-04    2.699013E+02    3.430165E+02
   33116   2   -4.108198    1.479996E-04    1.151690E-04    3.268927E+02    4.200783E+02
   33376   2   -4.113666    1.575558E-04    1.217820E-04    3.070659E+02    3.972671E+02
   33377   2   -4.125145    1.807032E-04    1.415052E-04    2.677318E+02    3.418956E+02
   33378   2   -4.136147    1.823771E-04    1.447748E-04    2.652745E+02    3.341742E+02
   33379   2   -4.146645    1.820171E-04    1.464662E-04    2.657991E+02    3.303152E+02
   33380   2   -4.156615    1.818036E-04    1.482759E-04    2.661113E+02    3.262837E+02
   33381   2   -4.166033    1.817891E-04    1.502420E-04    2.661326E+02    3.220138E+02
   33382   2   -4.174882    1.819469E-04    1.523358E-04    2.659017E+02    3.175879E+02
   33383   2   -4.183142    1.822499E-04    1.545236E-04    2.654596E+02    3.130914E+02
   33384   2   -4.190801    1.826701E-04    1.567674E-04    2.648490E+02    3.086100E+02
   33385   2   -4.197844    1.831779E-04    1.590248E-04    2.641148E+02    3.042293E+02
   33386   2   -4.204262    1.837435E-04    1.612503E-04    2.633018E+02    3.000304E+02
   33387   2   -4.210046    1.843349E-04    1.633956E-04    2.624570E+02    2.960911E+02
   33388   2   -4.215189    1.849067E-04    1.653997E-04    2.616455E+02    2.925036E+02
   33389   2   -4.219686    1.853622E-04    1.671542E-04    2.610025E+02    2.894333E+02
   33390   2   -4.223532    1.855071E-04    1.684596E-04    2.607986E+02    2.871905E+02
   33391   2   -4.226725    1.850901E-04    1.690611E-04    2.613862E+02    2.861687E+02
   33392   2   -4.229262    1.839817E-04    1.688194E-04    2.629609E+02    2.865784E+02
   33393   2   -4.231141    1.823514E-04    1.678830E-04    2.653120E+02    2.881770E+02
   33394   2   -4.232361    1.806557E-04    1.666814E-04    2.678022E+02    2.902544E+02
   33395   2   -4.232922    1.794349E-04    1.657320E-04    2.696242E+02    2.919171E+02
   33396   2   -4.232824    1.696335E-04    1.567468E-04    2.852031E+02    3.086506E+02
   33397   2   -4.232066    1.710151E-04    1.574671E-04    2.828990E+02    3.072388E+02
   33398   2   -4.230648    1.730931E-04    1.586621E-04    2.795027E+02    3.049248E+02
   33399   2   -4.228572    1.753164E-04    1.598247E-04    2.759582E+02    3.027067E+02
   33400   2   -4.225839    1.771807E-04    1.605032E-04    2.730546E+02    3.014270E+02
   33401   2   -4.222450    1.784549E-04    1.605045E-04    2.711050E+02    3.014245E+02
   33402   2   -4.218409    1.792188E-04    1.599205E-04    2.699493E+02    3.025254E+02
   33403   2   -4.213719    1.796938E-04    1.589680E-04    2.692358E+02    3.043379E+02
   33404   2   -4.208384    1.800508E-04    1.578178E-04    2.687020E+02    3.065561E+02
   33405   2   -4.202411    1.803602E-04    1.565508E-04    2.682410E+02    3.090371E+02
   33406   2   -4.195808    1.806384E-04    1.552007E-04    2.678280E+02    3.117254E+02
   33407   2   -4.188584    1.808890E-04    1.537891E-04    2.674569E+02    3.145867E+02
   33408   2   -4.180751    1.811165E-04    1.523354E-04    2.671209E+02    3.175887E+02
   33409   2   -4.172323    1.813291E-04    1.508588E-04    2.668077E+02    3.206973E+02
   33410   2   -4.163315    1.815382E-04    1.493768E-04    2.665004E+02    3.238790E+02
   33411   2   -4.153747    1.817603E-04    1.479068E-04    2.661748E+02    3.270979E+02
   33412   2   -4.143639    1.820171E-04    1.464662E-04    2.657991E+02    3.303152E+02
   33413   2   -4.133013    1.822585E-04    1.450114E-04    2.654472E+02    3.336289E+02
   33414   2   -4.121897    1.803460E-04    1.418716E-04    2.682621E+02    3.410125E+02
   33415   2   -4.110317    1.572915E-04    1.224309E-04    3.075817E+02    3.951616E+02
   33676   2   -4.114769    1.614189E-04    1.252219E-04    2.997171E+02    3.863541E+02
   33677   2   -4.125705    1.807549E-04    1.419657E-04    2.676553E+02    3.407865E+02
   33678   2   -4.136148    1.822585E-04    1.450114E-04    2.654472E+02    3.336289E+02
   33679   2   -4.146072    1.820431E-04    1.467247E-04    2.657613E+02    3.297332E+02
   33680   2   -4.155457    1.819603E-04    1.485444E-04    2.658822E+02    3.256939E+02
   33681   2   -4.164285    1.820597E-04    1.505032E-04    2.657369E+02    3.214549E+02
   33682   2   -4.172540    1.823137E-04    1.525683E-04    2.653668E+02    3.171039E+02
   33683   2   -4.180209    1.826943E-04    1.547031E-04    2.648140E+02    3.127280E+02
   33684   2   -4.187281    1.831721E-04    1.568667E-04    2.641231E+02    3.084148E+02
   33685   2   -4.193747    1.837171E-04    1.590151E-04    2.633396E+02    3.042478E+02
   33686   2   -4.199600    1.842994E-04    1.611037E-04    2.625076E+02    3.003035E+02
   33687   2   -4.204835    1.848890E-04    1.630873E-04    2.616705E+02    2.966509E+02
   33688   2   -4.209448    1.854557E-04    1.649219E-04    2.608710E+02    2.933510E+02
   33689   2   -4.213436    1.859652E-04    1.665610E-04    2.601562E+02    2.904642E+02
   33690   2   -4.216798    1.863737E-04    1.679511E-04    2.595860E+02    2.880601E+02
   33691   2   -4.219531    1.866301E-04    1.690338E-04    2.592294E+02    2.862149E+02
   33692   2   -4.221636    1.866984E-04    1.697672E-04    2.591345E+02    2.849786E+02
   33693   2   -4.223113    1.865889E-04    1.701548E-04    2.592866E+02    2.843293E+02
   33694   2   -4.223960    1.863625E-04    1.702515E-04    2.596015E+02    2.841678E+02
   33695   2   -4.224178    1.860968E-04    1.701299E-04    2.599722E+02    2.843710E+02
   33696   2   -4.223767    1.763428E-04    1.599925E-04    2.743520E+02    3.023891E+02
   33697   2   -4.222727    1.768882E-04    1.598971E-04    2.735060E+02    3.025696E+02
   33698   2   -4.221057    1.774898E-04    1.597147E-04    2.725790E+02    3.029151E+02
   33699   2   -4.218759    1.780605E-04    1.593690E-04    2.717054E+02    3.035723E+02
   33700   2   -4.215831    1.785604E-04    1.588293E-04    2.709447E+02    3.046037E+02
   33701   2   -4.212276    1.789969E-04    1.581104E-04    2.702840E+02    3.059887E+02
   33702   2   -4.208093    1.793937E-04    1.572439E-04    2.696862E+02    3.076748E+02
   33703   2   -4.203287    1.797658E-04    1.562566E-04    2.691279E+02    3.096190E+02
   33704   2   -4.197859    1.801168E-04    1.551671E-04    2.686035E+02    3.117930E+02
   33705   2   -4.191815    1.804453E-04    1.539916E-04    2.681145E+02    3.141731E+02
   33706   2   -4.185161    1.807511E-04    1.527472E-04    2.676609E+02    3.167325E+02
   33707   2   -4.177906    1.810357E-04    1.514515E-04    2.672401E+02    3.194421E+02
   33708   2   -4.170058    1.813044E-04    1.501231E-04    2.668441E+02    3.222688E+02
   33709   2   -4.161630    1.815656E-04    1.487800E-04    2.664601E+02    3.251782E+02
   33710   2   -4.152638    1.818316E-04    1.474392E-04    2.660703E+02    3.281352E+02
   33711   2   -4.143098    1.821201E-04    1.461186E-04    2.656489E+02    3.311010E+02
   33712   2   -4.133030    1.823771E-04    1.447748E-04    2.652745E+02    3.341742E+02
   33713   2   -4.122456    1.807549E-04    1.419657E-04    2.676553E+02    3.407865E+02
   33714   2   -4.111400    1.613083E-04    1.254277E-04    2.999226E+02    3.857202E+02
   33975   2   -4.103906    9.751068E-05    7.505466E-05    4.961508E+02    6.445969E+02
   33976   2   -4.114769    1.613083E-04    1.254277E-04    2.999226E+02    3.857202E+02
   33977   2   -4.125146    1.803460E-04    1.418716E-04    2.682621E+02    3.410125E+02
   33978   2   -4.135014    1.822515E-04    1.451403E-04    2.654573E+02    3.333326E+02
   33979   2   -4.144355    1.822006E-04    1.468916E-04    2.655315E+02    3.293586E+02
   33980   2   -4.153151    1.822335E-04    1.487071E-04    2.654836E+02    3.253374E+02
   33981   2   -4.161387    1.824295E-04    1.506398E-04    2.651983E+02    3.211635E+02
   33982   2   -4.169053    1.827620E-04    1.526553E-04    2.647158E+02    3.169233E+02
